@relation 'Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.Remove-V-R8,6,11,1,4-5,7,13,12,10,15'

@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute 'marital status' {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute 'capital gain' numeric
@attribute age numeric
@attribute Education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute 'hours per week' numeric
@attribute 'capital loss' numeric
@attribute sex {Female,Male}
@attribute class {<=50K,>50K}

@data
Not-in-family,Divorced,0,35,HS-grad,9,Craft-repair,40,0,Male,<=50K
Unmarried,Divorced,0,48,Some-college,10,Machine-op-inspct,40,0,Male,<=50K
Wife,Married-civ-spouse,0,43,HS-grad,9,Adm-clerical,20,0,Female,>50K
Unmarried,Divorced,0,27,HS-grad,9,Exec-managerial,40,0,Female,<=50K
Not-in-family,Never-married,0,24,HS-grad,9,Craft-repair,40,1590,Male,<=50K
Husband,Married-civ-spouse,0,44,HS-grad,9,Exec-managerial,70,1887,Male,>50K
Husband,Married-civ-spouse,0,52,HS-grad,9,Transport-moving,22,0,Male,<=50K
Wife,Married-civ-spouse,0,49,Some-college,10,Adm-clerical,40,0,Female,>50K
Own-child,Never-married,0,31,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,59,11th,7,Farming-fishing,40,0,Male,<=50K
Husband,Married-civ-spouse,0,27,Bachelors,13,Other-service,40,0,Male,<=50K
Not-in-family,Never-married,0,38,Masters,14,Prof-specialty,40,0,Male,>50K
Husband,Married-civ-spouse,0,51,Bachelors,13,Prof-specialty,40,0,Male,>50K
Not-in-family,Never-married,0,24,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,58,Bachelors,13,Exec-managerial,45,0,Male,>50K
Unmarried,Divorced,0,46,Some-college,10,Adm-clerical,40,0,Female,<=50K
Unmarried,Widowed,0,55,5th-6th,3,Machine-op-inspct,40,0,Female,<=50K
Not-in-family,Divorced,0,76,HS-grad,9,Adm-clerical,8,0,Female,<=50K
Unmarried,Divorced,0,25,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,7298,51,Some-college,10,Machine-op-inspct,40,0,Male,>50K
Husband,Married-civ-spouse,0,33,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,46,HS-grad,9,Transport-moving,40,0,Male,<=50K
Wife,Married-civ-spouse,0,51,Some-college,10,Adm-clerical,40,0,Female,<=50K
Unmarried,Widowed,0,42,Assoc-voc,11,Prof-specialty,40,0,Female,<=50K
Not-in-family,Never-married,8614,53,Bachelors,13,Other-service,50,0,Male,>50K
Wife,Married-civ-spouse,7688,33,Masters,14,Prof-specialty,35,0,Female,>50K
Husband,Married-civ-spouse,99999,30,Bachelors,13,Prof-specialty,35,0,Male,>50K
Not-in-family,Divorced,0,41,Some-college,10,Craft-repair,40,0,Male,<=50K
Not-in-family,Divorced,0,42,Assoc-acdm,12,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,0,34,HS-grad,9,Transport-moving,40,0,Male,>50K
Unmarried,Never-married,0,31,Assoc-voc,11,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,0,46,Some-college,10,Prof-specialty,50,1977,Male,>50K
Not-in-family,Married-spouse-absent,0,35,1st-4th,2,Other-service,40,0,Male,<=50K
Not-in-family,Never-married,0,40,HS-grad,9,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,46,Some-college,10,Protective-serv,40,0,Male,>50K
Wife,Married-civ-spouse,0,43,Masters,14,Prof-specialty,40,0,Female,>50K
Husband,Married-civ-spouse,0,35,HS-grad,9,Other-service,40,0,Male,<=50K
Own-child,Never-married,0,23,Bachelors,13,Adm-clerical,20,0,Female,<=50K
Wife,Married-civ-spouse,0,50,HS-grad,9,Other-service,12,0,Female,<=50K
Other-relative,Divorced,0,43,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,61,HS-grad,9,Transport-moving,40,0,Male,>50K
Own-child,Never-married,0,29,Prof-school,15,Prof-specialty,50,0,Male,<=50K
Not-in-family,Never-married,0,21,HS-grad,9,Sales,40,0,Male,<=50K
Husband,Married-civ-spouse,0,36,Bachelors,13,Prof-specialty,50,1672,Male,<=50K
Unmarried,Never-married,0,40,HS-grad,9,Other-service,40,0,Female,<=50K
Own-child,Never-married,0,23,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Not-in-family,Never-married,0,90,Bachelors,13,Exec-managerial,55,0,Male,<=50K
Own-child,Never-married,0,24,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Own-child,Never-married,2176,20,Some-college,10,Prof-specialty,12,0,Female,<=50K
Husband,Married-civ-spouse,0,40,Masters,14,Exec-managerial,60,0,Male,>50K
Husband,Married-civ-spouse,0,37,Assoc-voc,11,Craft-repair,55,0,Male,<=50K
Not-in-family,Never-married,0,31,HS-grad,9,Craft-repair,40,0,Female,<=50K
Own-child,Never-married,0,22,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,25,Some-college,10,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,7298,46,12th,8,Craft-repair,40,0,Male,>50K
Husband,Married-civ-spouse,0,47,Masters,14,Prof-specialty,60,0,Male,>50K
Husband,Married-civ-spouse,0,48,Assoc-voc,11,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,36,Masters,14,?,50,0,Male,<=50K
Not-in-family,Never-married,0,26,Bachelors,13,?,80,0,Female,<=50K
Wife,Married-civ-spouse,0,28,9th,5,Machine-op-inspct,40,0,Female,<=50K
Not-in-family,Never-married,0,20,Some-college,10,Farming-fishing,40,0,Male,<=50K
Not-in-family,Divorced,0,51,Some-college,10,Handlers-cleaners,40,0,Female,<=50K
Wife,Married-civ-spouse,0,32,HS-grad,9,Adm-clerical,40,0,Female,>50K
Husband,Married-civ-spouse,0,55,10th,6,Other-service,40,0,Male,<=50K
Unmarried,Divorced,0,41,Bachelors,13,Protective-serv,40,0,Female,<=50K
Wife,Married-civ-spouse,7688,46,Masters,14,Prof-specialty,35,0,Female,>50K
Husband,Married-civ-spouse,0,45,HS-grad,9,Other-service,40,0,Male,>50K
Husband,Married-civ-spouse,0,65,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,7688,45,Doctorate,16,Prof-specialty,50,0,Male,>50K
Own-child,Never-married,0,22,Some-college,10,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,22,Some-college,10,?,20,0,Female,<=50K
Husband,Married-civ-spouse,0,42,Prof-school,15,Prof-specialty,50,0,Male,>50K
Husband,Married-civ-spouse,5178,37,Bachelors,13,Exec-managerial,40,0,Male,>50K
Wife,Married-civ-spouse,0,24,Bachelors,13,Exec-managerial,40,0,Female,<=50K
Unmarried,Divorced,0,67,Some-college,10,Other-service,41,0,Female,<=50K
Not-in-family,Married-spouse-absent,0,28,HS-grad,9,Tech-support,37,0,Female,<=50K
Husband,Married-civ-spouse,0,56,10th,6,Other-service,35,0,Male,>50K
Husband,Married-civ-spouse,0,31,Assoc-voc,11,Protective-serv,38,0,Male,<=50K
Unmarried,Separated,0,33,Some-college,10,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,0,52,7th-8th,4,?,40,0,Male,<=50K
Husband,Married-civ-spouse,0,45,Some-college,10,Handlers-cleaners,40,0,Male,>50K
Husband,Married-civ-spouse,0,53,Bachelors,13,Prof-specialty,40,1902,Male,>50K
Husband,Married-civ-spouse,0,47,7th-8th,4,Handlers-cleaners,40,0,Male,<=50K
Unmarried,Divorced,0,40,HS-grad,9,Sales,30,0,Female,<=50K
Own-child,Never-married,0,35,Some-college,10,Sales,48,0,Male,<=50K
Husband,Married-civ-spouse,0,65,7th-8th,4,Farming-fishing,40,0,Male,<=50K
Wife,Married-civ-spouse,0,42,Some-college,10,Other-service,30,0,Female,<=50K
Not-in-family,Never-married,0,23,Bachelors,13,Prof-specialty,15,0,Female,<=50K
Not-in-family,Divorced,0,39,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,39,HS-grad,9,Craft-repair,30,0,Male,<=50K
Husband,Married-civ-spouse,0,37,HS-grad,9,Transport-moving,40,0,Male,<=50K
Not-in-family,Never-married,0,25,Assoc-voc,11,Adm-clerical,40,0,Female,<=50K
Unmarried,Never-married,0,31,HS-grad,9,Other-service,40,0,Female,<=50K
Not-in-family,Divorced,0,39,HS-grad,9,Exec-managerial,45,0,Male,<=50K
Husband,Married-civ-spouse,0,39,Bachelors,13,Sales,30,0,Male,>50K
Own-child,Never-married,0,25,Bachelors,13,Adm-clerical,35,0,Male,<=50K
Husband,Married-civ-spouse,0,30,11th,7,Transport-moving,40,0,Male,<=50K
Wife,Married-civ-spouse,0,37,9th,5,Machine-op-inspct,48,0,Female,<=50K
Unmarried,Never-married,0,22,HS-grad,9,Craft-repair,36,0,Female,<=50K
Husband,Married-civ-spouse,0,46,Masters,14,Exec-managerial,40,1977,Male,>50K
Not-in-family,Divorced,0,54,Bachelors,13,Sales,38,1408,Female,<=50K
Not-in-family,Never-married,0,33,Assoc-acdm,12,Craft-repair,45,0,Male,<=50K
Not-in-family,Never-married,0,70,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Not-in-family,Divorced,0,36,Some-college,10,Adm-clerical,45,0,Male,<=50K
Unmarried,Divorced,0,53,Masters,14,Prof-specialty,50,0,Female,<=50K
Not-in-family,Divorced,0,55,HS-grad,9,Adm-clerical,40,1617,Female,<=50K
Own-child,Never-married,0,17,11th,7,Protective-serv,30,0,Female,<=50K
Not-in-family,Divorced,0,36,Some-college,10,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Never-married,0,36,Prof-school,15,Prof-specialty,55,0,Male,>50K
Own-child,Married-spouse-absent,0,40,HS-grad,9,Farming-fishing,40,0,Male,<=50K
Husband,Married-civ-spouse,0,36,HS-grad,9,Transport-moving,50,0,Male,>50K
Husband,Married-civ-spouse,0,28,HS-grad,9,Transport-moving,55,0,Male,<=50K
Husband,Married-civ-spouse,99999,39,Masters,14,Prof-specialty,40,0,Male,>50K
Not-in-family,Never-married,0,49,5th-6th,3,Machine-op-inspct,45,0,Male,<=50K
Husband,Married-civ-spouse,0,63,HS-grad,9,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,61,Some-college,10,Handlers-cleaners,20,0,Male,<=50K
Husband,Married-civ-spouse,0,48,HS-grad,9,Craft-repair,60,0,Male,>50K
Not-in-family,Married-spouse-absent,0,55,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Own-child,Never-married,0,18,Some-college,10,?,4,0,Female,<=50K
Other-relative,Married-civ-spouse,0,20,HS-grad,9,Sales,20,0,Male,<=50K
Husband,Married-civ-spouse,0,49,HS-grad,9,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,27,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Unmarried,Divorced,0,37,10th,6,Other-service,33,0,Female,<=50K
Husband,Married-civ-spouse,0,32,HS-grad,9,Protective-serv,40,0,Male,<=50K
Husband,Married-civ-spouse,0,33,Doctorate,16,Prof-specialty,60,0,Male,<=50K
Husband,Married-civ-spouse,0,47,Assoc-voc,11,Other-service,26,0,Male,<=50K
Husband,Married-civ-spouse,0,34,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Other-relative,Divorced,0,61,HS-grad,9,Adm-clerical,35,0,Female,<=50K
Own-child,Never-married,0,25,HS-grad,9,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,26,Assoc-acdm,12,Sales,30,0,Male,<=50K
Own-child,Never-married,0,18,HS-grad,9,Sales,30,0,Female,<=50K
Husband,Married-civ-spouse,0,35,HS-grad,9,Sales,50,0,Male,<=50K
Unmarried,Divorced,0,36,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,56,HS-grad,9,Craft-repair,35,0,Male,>50K
Not-in-family,Never-married,0,40,Assoc-voc,11,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,24,12th,8,Other-service,38,0,Female,<=50K
Not-in-family,Widowed,0,66,HS-grad,9,Sales,40,0,Female,>50K
Wife,Married-civ-spouse,0,42,HS-grad,9,Machine-op-inspct,40,0,Female,<=50K
Own-child,Never-married,0,28,HS-grad,9,Transport-moving,20,0,Male,<=50K
Unmarried,Divorced,0,39,Some-college,10,Adm-clerical,35,0,Female,<=50K
Husband,Married-civ-spouse,0,65,Assoc-voc,11,Farming-fishing,25,0,Male,<=50K
Own-child,Never-married,0,20,Some-college,10,Other-service,20,0,Female,<=50K
Husband,Married-civ-spouse,4386,52,HS-grad,9,Machine-op-inspct,40,0,Male,>50K
Not-in-family,Never-married,99999,24,Some-college,10,?,50,0,Male,>50K
Not-in-family,Divorced,0,39,Some-college,10,Sales,40,0,Female,<=50K
Not-in-family,Never-married,0,18,HS-grad,9,Machine-op-inspct,30,0,Female,<=50K
Wife,Married-civ-spouse,0,49,7th-8th,4,Machine-op-inspct,40,0,Female,<=50K
Own-child,Never-married,0,21,Some-college,10,Prof-specialty,48,0,Male,<=50K
Husband,Married-civ-spouse,0,35,HS-grad,9,?,30,0,Male,<=50K
Husband,Married-civ-spouse,0,38,HS-grad,9,Adm-clerical,40,0,Male,>50K
Husband,Married-civ-spouse,0,55,HS-grad,9,Craft-repair,40,0,Male,<=50K
Other-relative,Married-civ-spouse,0,27,10th,6,Craft-repair,55,0,Male,<=50K
Unmarried,Separated,0,34,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,54,Some-college,10,Prof-specialty,40,0,Female,<=50K
Unmarried,Never-married,0,38,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Other-relative,Divorced,0,32,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Separated,0,33,Some-college,10,Tech-support,12,0,Male,<=50K
Husband,Married-civ-spouse,0,32,Assoc-acdm,12,Protective-serv,50,0,Male,<=50K
Husband,Married-civ-spouse,0,34,Masters,14,Exec-managerial,50,0,Male,<=50K
Husband,Married-civ-spouse,0,46,Bachelors,13,Other-service,30,0,Male,>50K
Husband,Married-civ-spouse,0,48,Masters,14,Exec-managerial,40,0,Male,>50K
Own-child,Never-married,0,23,Some-college,10,Exec-managerial,40,0,Male,<=50K
Unmarried,Married-spouse-absent,0,48,7th-8th,4,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,67,HS-grad,9,Exec-managerial,37,0,Male,>50K
Husband,Married-civ-spouse,5178,36,Prof-school,15,Prof-specialty,60,0,Male,>50K
Not-in-family,Never-married,0,25,Bachelors,13,Other-service,20,0,Female,<=50K
Husband,Married-civ-spouse,4064,43,Some-college,10,Craft-repair,38,0,Male,<=50K
Not-in-family,Never-married,0,27,Assoc-acdm,12,Prof-specialty,40,0,Female,<=50K
Unmarried,Separated,0,56,1st-4th,2,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,54,Some-college,10,Craft-repair,48,1579,Male,<=50K
Husband,Married-civ-spouse,0,39,HS-grad,9,Sales,46,1887,Male,>50K
Wife,Married-civ-spouse,0,60,HS-grad,9,Sales,25,0,Female,<=50K
Not-in-family,Never-married,0,27,Some-college,10,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,21,Some-college,10,Sales,40,0,Male,<=50K
Own-child,Never-married,0,24,Some-college,10,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,31,Some-college,10,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,22,10th,6,Craft-repair,15,0,Male,<=50K
Not-in-family,Never-married,0,26,Bachelors,13,Exec-managerial,45,0,Female,<=50K
Husband,Married-civ-spouse,0,45,HS-grad,9,Craft-repair,48,0,Male,<=50K
Other-relative,Never-married,0,33,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,55,5th-6th,3,?,48,0,Male,<=50K
Unmarried,Divorced,0,29,9th,5,Machine-op-inspct,40,0,Female,<=50K
Not-in-family,Widowed,6360,72,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,35,HS-grad,9,Craft-repair,60,0,Male,>50K
Husband,Married-civ-spouse,0,53,HS-grad,9,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,40,Some-college,10,Exec-managerial,40,0,Female,<=50K
Own-child,Never-married,0,20,HS-grad,9,Other-service,30,0,Male,<=50K
Unmarried,Widowed,1848,69,HS-grad,9,Adm-clerical,12,0,Female,<=50K
Unmarried,Never-married,0,41,HS-grad,9,Other-service,25,0,Female,<=50K
Husband,Married-civ-spouse,0,45,Masters,14,Adm-clerical,45,0,Male,>50K
Husband,Married-civ-spouse,0,27,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,99999,46,Prof-school,15,Prof-specialty,60,0,Male,>50K
Husband,Married-civ-spouse,0,55,Some-college,10,Transport-moving,35,0,Male,<=50K
Husband,Married-civ-spouse,0,31,Some-college,10,Exec-managerial,40,0,Male,>50K
Not-in-family,Divorced,0,45,Some-college,10,Sales,55,0,Female,<=50K
Husband,Married-civ-spouse,0,64,HS-grad,9,Exec-managerial,5,0,Male,<=50K
Husband,Married-civ-spouse,0,38,Some-college,10,Exec-managerial,45,0,Male,<=50K
Own-child,Never-married,0,17,10th,6,Other-service,40,0,Male,<=50K
Wife,Married-civ-spouse,0,33,HS-grad,9,Adm-clerical,20,1887,Female,>50K
Unmarried,Married-spouse-absent,0,22,12th,8,Other-service,50,0,Female,<=50K
Own-child,Never-married,0,23,Some-college,10,Other-service,30,0,Female,<=50K
Unmarried,Never-married,0,25,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,3103,33,Bachelors,13,Prof-specialty,43,0,Male,>50K
Husband,Married-civ-spouse,0,31,HS-grad,9,?,30,0,Male,<=50K
Unmarried,Never-married,0,37,HS-grad,9,Other-service,35,0,Female,<=50K
Unmarried,Separated,0,53,HS-grad,9,Adm-clerical,38,1876,Female,<=50K
Own-child,Never-married,0,28,Some-college,10,Protective-serv,40,0,Male,<=50K
Wife,Married-civ-spouse,0,33,Bachelors,13,Prof-specialty,40,0,Female,>50K
Husband,Married-civ-spouse,0,41,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,61,Bachelors,13,Sales,50,0,Male,<=50K
Own-child,Never-married,0,25,Some-college,10,Other-service,25,0,Female,<=50K
Own-child,Never-married,0,20,Some-college,10,?,56,0,Male,<=50K
Unmarried,Divorced,0,35,HS-grad,9,Exec-managerial,40,0,Female,>50K
Husband,Married-civ-spouse,0,64,Assoc-voc,11,Exec-managerial,40,0,Male,>50K
Husband,Married-civ-spouse,0,28,HS-grad,9,Handlers-cleaners,38,0,Male,<=50K
Not-in-family,Never-married,0,39,Some-college,10,Prof-specialty,12,1564,Male,>50K
Unmarried,Divorced,0,53,HS-grad,9,Transport-moving,40,0,Male,<=50K
Not-in-family,Never-married,0,28,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Unmarried,Divorced,0,38,Some-college,10,Handlers-cleaners,40,0,Female,<=50K
Not-in-family,Never-married,0,25,Bachelors,13,Prof-specialty,35,0,Male,<=50K
Not-in-family,Never-married,0,19,Some-college,10,Other-service,30,0,Female,<=50K
Not-in-family,Never-married,0,20,Assoc-acdm,12,Adm-clerical,30,0,Female,<=50K
Not-in-family,Never-married,0,27,Bachelors,13,Machine-op-inspct,40,0,Male,<=50K
Other-relative,Married-civ-spouse,0,55,HS-grad,9,Prof-specialty,40,2246,Female,>50K
Wife,Married-civ-spouse,0,52,Masters,14,Prof-specialty,40,1848,Female,>50K
Own-child,Never-married,0,21,Some-college,10,?,40,0,Female,<=50K
Own-child,Never-married,0,30,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,47,HS-grad,9,Exec-managerial,40,1974,Female,<=50K
Other-relative,Never-married,0,22,10th,6,Craft-repair,30,0,Male,<=50K
Husband,Married-civ-spouse,4386,24,HS-grad,9,Handlers-cleaners,40,0,Male,>50K
Not-in-family,Never-married,0,26,Bachelors,13,Sales,40,0,Female,<=50K
Husband,Married-civ-spouse,0,27,HS-grad,9,Machine-op-inspct,45,0,Male,<=50K
Husband,Married-civ-spouse,0,57,9th,5,Machine-op-inspct,40,0,Male,<=50K
Own-child,Never-married,0,18,Masters,14,Prof-specialty,60,0,Female,<=50K
Not-in-family,Never-married,0,30,Bachelors,13,Prof-specialty,45,0,Male,<=50K
Unmarried,Divorced,0,34,Bachelors,13,Prof-specialty,50,0,Female,<=50K
Husband,Married-civ-spouse,5178,40,Some-college,10,Adm-clerical,60,0,Male,>50K
Unmarried,Divorced,0,60,HS-grad,9,Other-service,38,0,Female,<=50K
Husband,Married-civ-spouse,0,25,12th,8,Craft-repair,40,0,Male,>50K
Husband,Married-civ-spouse,0,39,Bachelors,13,Sales,55,0,Male,<=50K
Wife,Married-civ-spouse,0,48,HS-grad,9,Adm-clerical,40,0,Female,>50K
Husband,Married-civ-spouse,0,27,Some-college,10,Exec-managerial,30,0,Male,<=50K
Not-in-family,Divorced,0,33,HS-grad,9,Craft-repair,65,0,Male,>50K
Husband,Married-civ-spouse,0,65,HS-grad,9,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,52,HS-grad,9,Craft-repair,40,1977,Male,>50K
Own-child,Never-married,0,27,Bachelors,13,Tech-support,40,0,Male,<=50K
Unmarried,Never-married,0,32,Some-college,10,Craft-repair,40,0,Male,<=50K
Unmarried,Separated,0,45,Some-college,10,Sales,50,0,Male,<=50K
Own-child,Never-married,0,18,11th,7,?,16,0,Male,<=50K
Not-in-family,Never-married,0,27,Bachelors,13,Exec-managerial,45,0,Male,<=50K
Wife,Married-civ-spouse,0,57,Some-college,10,Exec-managerial,60,0,Female,<=50K
Unmarried,Divorced,0,44,Some-college,10,Sales,55,0,Male,>50K
Husband,Married-civ-spouse,0,30,Masters,14,Prof-specialty,44,0,Male,>50K
Not-in-family,Divorced,0,26,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,28,Some-college,10,Adm-clerical,40,0,Male,>50K
Husband,Married-civ-spouse,0,61,HS-grad,9,Transport-moving,40,0,Male,>50K
Husband,Married-civ-spouse,0,49,HS-grad,9,Craft-repair,50,0,Male,<=50K
Husband,Married-civ-spouse,15024,33,Masters,14,Prof-specialty,40,0,Male,>50K
Husband,Married-civ-spouse,0,50,Assoc-acdm,12,Machine-op-inspct,50,0,Male,>50K
Husband,Married-civ-spouse,0,53,7th-8th,4,Tech-support,99,0,Male,<=50K
Husband,Married-civ-spouse,0,33,HS-grad,9,Craft-repair,40,0,Male,>50K
Own-child,Never-married,0,22,Some-college,10,Adm-clerical,10,0,Male,<=50K
Not-in-family,Divorced,0,45,Bachelors,13,Protective-serv,40,0,Male,>50K
Not-in-family,Never-married,0,26,Some-college,10,?,60,0,Male,<=50K
Own-child,Separated,0,50,7th-8th,4,?,20,0,Female,<=50K
Husband,Married-civ-spouse,0,47,HS-grad,9,Craft-repair,40,0,Male,>50K
Husband,Married-civ-spouse,0,52,Bachelors,13,Prof-specialty,40,0,Male,>50K
Not-in-family,Widowed,0,57,HS-grad,9,Adm-clerical,36,0,Female,<=50K
Own-child,Never-married,0,21,Some-college,10,?,35,0,Female,<=50K
Unmarried,Divorced,2174,58,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,50,Masters,14,Prof-specialty,50,0,Female,>50K
Own-child,Never-married,0,33,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,34,11th,7,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,20,Some-college,10,Other-service,20,0,Female,<=50K
Husband,Married-civ-spouse,7688,37,Masters,14,Protective-serv,50,0,Male,>50K
Not-in-family,Divorced,0,57,Assoc-acdm,12,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,57,HS-grad,9,Sales,48,0,Male,<=50K
Own-child,Never-married,0,21,Assoc-acdm,12,Adm-clerical,8,0,Female,<=50K
Not-in-family,Divorced,0,40,Some-college,10,Sales,40,0,Male,<=50K
Not-in-family,Separated,0,23,Some-college,10,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,54,HS-grad,9,Adm-clerical,20,0,Male,<=50K
Husband,Married-civ-spouse,0,38,Some-college,10,Exec-managerial,40,0,Male,>50K
Husband,Married-civ-spouse,15024,32,Some-college,10,Exec-managerial,60,0,Male,>50K
Not-in-family,Never-married,0,22,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,27,HS-grad,9,Adm-clerical,42,0,Female,<=50K
Husband,Married-civ-spouse,0,42,5th-6th,3,Other-service,40,0,Male,<=50K
Not-in-family,Never-married,0,36,HS-grad,9,Adm-clerical,47,0,Female,<=50K
Husband,Married-civ-spouse,0,22,HS-grad,9,Sales,40,0,Male,<=50K
Not-in-family,Separated,0,40,9th,5,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,26,HS-grad,9,Machine-op-inspct,45,0,Male,<=50K
Not-in-family,Never-married,0,46,HS-grad,9,Transport-moving,40,0,Male,<=50K
Not-in-family,Married-civ-spouse,0,28,11th,7,Craft-repair,60,0,Male,>50K
Not-in-family,Never-married,0,46,Bachelors,13,Exec-managerial,45,0,Male,<=50K
Not-in-family,Divorced,0,55,HS-grad,9,Handlers-cleaners,40,0,Female,<=50K
Not-in-family,Divorced,0,76,Some-college,10,Adm-clerical,20,0,Female,<=50K
Not-in-family,Never-married,0,27,Bachelors,13,Prof-specialty,60,0,Male,<=50K
Husband,Married-civ-spouse,0,50,HS-grad,9,Transport-moving,40,0,Male,>50K
Husband,Married-civ-spouse,0,75,HS-grad,9,Craft-repair,20,0,Male,<=50K
Husband,Married-civ-spouse,0,42,Masters,14,Exec-managerial,40,0,Male,>50K
Not-in-family,Never-married,0,36,Masters,14,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,51,HS-grad,9,Protective-serv,40,0,Male,<=50K
Husband,Married-civ-spouse,15024,43,Prof-school,15,Prof-specialty,55,0,Male,>50K
Husband,Married-civ-spouse,0,44,Bachelors,13,Transport-moving,40,0,Male,<=50K
Not-in-family,Never-married,0,20,Some-college,10,?,20,0,Female,<=50K
Husband,Married-civ-spouse,0,60,5th-6th,3,Craft-repair,45,0,Male,<=50K
